Date,Fare,Notes,Segment,Station,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,_page,_page_desc
,,,Sea Beach,86 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316869,295570,270528,237751,237604,222812,245413,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Sea Beach,Ave. U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306980,300064,284427,241746,250649,275015,293284,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Sea Beach,Kings Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585881,567965,554554,500796,526788,566592,590754,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Sea Beach,Bay Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832774,819218,806886,820308,888245,908569,956207,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Sea Beach,20 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496233,506439,502618,457929,478771,507845,528400,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Sea Beach,18 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647018,621216,623300,561032,577872,610457,650694,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Sea Beach,Ft. Hamilton Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770197,765121,772103,760421,764671,827921,832461,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Sea Beach,8 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004234,1004509,1003135,849303,895607,939150,953040,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,Sea Beach,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4964301,4880108,4823542,4267893,4433515,4648861,4831813,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,Bay 50 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488836,479275,466159,489411,515918,527841,532185,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,25 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635616,694046,675120,726536,772455,817716,815483,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,Bay Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174706,1232205,1268002,1266913,1281696,1332224,1307077,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,20 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876041,906943,988174,928975,1004830,988117,1064913,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,18 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834855,868648,842473,896111,981625,1002773,970814,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,79 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702682,733759,714249,746916,814936,889239,947633,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,71 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559923,644304,763147,830342,871604,1019839,925041,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,62 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572542,579495,573224,605817,610141,624044,607607,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,50 St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744593,771277,749684,778357,791502,823668,785632,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,Ft. Hamilton Pkwy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166141,1147278,1132638,1145372,916278,917541,1039661,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,9 Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971163,1083508,1046729,1055883,1092230,1124023,1049767,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,West End,Segment Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8605676,9066297,8880014,9295216,9780371,10228488,10023006,35,"Annual Registrations by Station 1940 to 1995 - Right side covering years 1989-1995, Page 56"
,,,5 Av Elevated Closed 5/31/40,St. Marks Ave.,96011,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,Union St.,190955,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,3 St.,176599,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,9 St.,223963,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,16 St.,182079,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,20 St.,162239,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,25 St.,61756,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,36 St.,131358,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,"Cond. Coll. (incl. 40, 46, 52, 58, 65 Sts.)",443038,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,Segment Total,1657998,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Nostrand Ave.,Flatbush Ave.,6678508,6831848,7330793,7438604,7276496,7344876,7535819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Nostrand Ave.,Newkirk Ave.,2213730,2339244,2278504,2245508,2160443,2179188,2308172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Nostrand Ave.,Beverly Rd.,1728944,1692990,1727408,1691390,1637973,1659777,1741337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Nostrand Ave.,Church Ave.,3099138,3054178,3117287,3091404,3024633,3138069,3293943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Nostrand Ave.,Winthrop St.,1981328,1982659,2017153,1912990,1797139,1829526,1878547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Nostrand Ave.,Sterling St.,1962464,1933156,2039422,2009851,2042143,2078673,2111018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Nostrand Ave.,President St.,998501,1011403,1029727,1036954,1033421,1087715,1109083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Nostrand Ave.,Segment Total,18662613,18745478,19541864,19516707,18972239,19317824,19977842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,New Lots Ave.,2943444,2859409,2771086,2667708,2590015,2506379,2639867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Van Siclen Ave.,1645202,1577945,1573456,1566230,1509360,1501096,1603820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Pennsylvania Ave.,2686354,2640147,2646927,2702823,2683683,2695011,2897776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Junius St.,2336259,2333466,2369898,2410077,2360888,2464152,2674836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Rockaway Ave.,2155037,2118779,2086603,2032523,1870477,1876235,1979421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Saratoga Ave.,4284887,4167265,4215285,4258148,4149387,4210988,4403309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Sutter Ave.,3906564,3811050,3816434,3769785,3630472,3632264,3737400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Utica Ave.,11071003,11190395,11693367,11991955,11881675,11967186,13085827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Kingston Ave.,2574207,2474545,2523683,2534534,2527553,2602755,2756817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Nostrand Ave.,1915155,1871933,1910218,1944943,1962587,2101039,2220932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Franklin Ave.,4399267,4471562,4478246,4568961,4658684,4916830,5368177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Eastern Pkwy.,2010146,1999283,1995838,2038855,2076600,2209280,2344135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Grand Army Plaza,2634642,2688167,2743461,2757613,2757870,2864756,3173876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Bergen St.,1601773,1579009,1548653,1505151,1524565,1570092,1713466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Eastern Pkwy.,Segment Total,46163936,45776051,46409800,46796288,46183970,47118069,50528267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn Transfer,East NY/E. Pkwy (IND Opened 12/46),715018,728754,757353,741874,679370,690309,724942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn Transfer,Myrtle/Wyckoff Aves.,5457403,5294498,5499496,5441761,5585021,5914376,6505406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn Transfer,Metropolitan Ave./Lorimer St.,4356164,4614683,5023713,5240702,5139244,5560286,6339287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn Transfer,Stillwell Ave. (including Norton's Point),10536068,11566310,11131278,12539877,12242856,11611749,13014560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn Transfer,W. 8 St.,780481,917904,861590,987302,915989,799486,862204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn Transfer,New Utrecht Ave./62 St.,1689000,1689584,1773330,1765443,1784022,1893846,2100254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn Transfer,9 St./4 Ave.,4822899,5498372,5862237,6167682,6009095,6115341,5983821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn Transfer,Segment Total,28357033,30310103,30908986,33084641,32355597,32585393,35530476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Fulton St.,1320964,1460942,1620713,1661967,1649194,1772888,1934286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Fulton St./5 Av. El (Closed 5/31/40),384760,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Lafayette Ave.,1391168,1679708,1706406,1779998,1760622,1851170,2005432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Lafayette Ave./Flin El (Closed 5/31/40),188054,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Atlantic Ave./5 Av. El (Closed 5/31/40),288210,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Atlantic Ave./Pacific St.,18422457,18887081,21469289,23785134,24206792,25226205,24888948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,DeKalb Ave.,9295070,9709883,10660816,10654404,10327542,10023422,10741505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Flatbush Ave./Flin El (Closed 5/31/40),687613,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Duffield St./Fulton El (Closed 5/31/40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Elm Place/Fulton El (Closed 5/31/40),296227,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Boerum Pl./Fulton El (Closed 5/31/40),233539,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Myrtle Ave./Fulton El (Closed 5/31/40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Myrtle/Flatbush Aves. (Closed 7/15/56),2031323,2318009,2694487,2849363,2629373,2563101,2162980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Nevins St.,5363708,5276971,5634560,5564243,5405294,5383194,5798054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Hoyt St.-Fulton Mall,3758091,3709879,3829879,3814690,3761725,4173113,4173113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Hoyt/Schermerhorn Sts.,3254926,3977346,4274612,4567854,4435498,4758618,5473373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Court/Schermerhorn (Closed 6/1/46),139916,157075,145569,134935,122645,135226,70974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Court St./Fulton El (Closed 5/31/40),218373,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Lawrence St.,3362770,3626862,3857303,3878631,3957040,4089123,4232696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Jay St.,5597943,6181346,6630932,6667622,6766536,7247704,7998076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Bridge/Jay Sts. (Closed 10/3/69),1451781,1701913,1802568,1863810,3169921,3003262,2148387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Court St./Borough Hall,13740066,13693373,14442403,14686458,14881084,14856839,15694983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Navy St./Myrtle El (Closed 10/3/69),587969,518559,516202,696112,1003675,1047925,956929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,York St.,1460963,2081771,2772351,3115185,3042183,2738685,1908194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Adams St./Bklyn Bridge (Closed 3/5/44),1478259,1469949,1484132,1646738,272257,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Sands St./Bklyn Bridge (Closed 3/5/44),1028458,807764,918782,975436,168109,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,High St.,1993445,2500324,3371532,4525455,4845441,4568506,3369775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Fulton Ferry/Fulton El (Closed 5/31/40),3955,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Clark St.,3225375,3214168,3391503,3580833,3611290,3638623,3676224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn CBD,Segment Total,81205384,82972923,91198081,96351709,96016221,97840422,99233931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,Brooklyn & S. Queens Sector Total,,475894266,482874748,510603352,525742369,519043307,521982085,544638033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1940-1946"
,,,5 Av Elevated Closed 5/31/40,St. Marks Ave.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,5 Av Elevated Closed 5/31/40,Union St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,5 Av Elevated Closed 5/31/40,3 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,5 Av Elevated Closed 5/31/40,9 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,5 Av Elevated Closed 5/31/40,16 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,5 Av Elevated Closed 5/31/40,20 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,5 Av Elevated Closed 5/31/40,25 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,5 Av Elevated Closed 5/31/40,36 St.,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,5 Av Elevated Closed 5/31/40,"Cond. Coll. (incl. 40, 46, 52, 58, 65 Sts.)",,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,5 Av Elevated Closed 5/31/40,Segment Total,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,Nostrand Ave.,Flatbush Ave.,,,,,,,,7454510,7363221,6883173,6805173,6468388,6115297,5751208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,Nostrand Ave.,Newkirk Ave.,,,,,,,,2266264,2255504,2130512,2427819,2602918,2496549,2383798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
,,,Nostrand Ave.,Beverly Rd.,,,,,,,,1708189,1645714,1459649,1394405,1313611,1260914,1222281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Annual Registrations by Station 1940 to 1995, years 1947-1953"
